1850253867554074953	RinStef3	'#DeepFake Lying #Kamala. #McDonalds'	2024-10-26 19:11:12	deep fake lying kamala mc donalds	#DeepFake #Kamala #McDonalds
1850283957235122517	ApexJones22	'They dressed Kelly Rowland up like a 250lb man to pander to LGBTQ. Black celebrities are always selling us out for Democrats. Tryna erase the image of the Black man is evil. This and many other reasons is why I voted for Trump These sick people are the enemy #Kamala'	2024-10-26 21:10:46	dressed kelly rowland like lb man pander lgbtq black celebrities always selling us democrats tryna erase image evil many reasons voted trump sick people enemy kamala	#Kamala
1850284036264001579	LGBFJBMAGAA	'#kamala #harris #abortion 🤡🤡🤡🤡🤡'	2024-10-26 21:11:05	kamala harris abortion	#kamala #harris #abortion
1850284160960942185	DeaRileyKY	'The GOOD NEWS is way more American Voters tuned into what #JoeRogan and President #Trump had to say than to see #Beyonce not shake her ass for #Kamala There is hope America!'	2024-10-26 21:11:35	good news way american voters tuned joe rogan president trump say see beyonce shake ass kamala hope america	#JoeRogan #Trump #Beyonce #Kamala
1850284237489901568	PeterPanda800	'US Demokraten posten Foto von #Kamala um eine Beschäftigung bei #McDonalds zu belegen. Dumm nur, dass kurz danach auch das Original Foto auftaucht. #misinformation #Desinformation'	2024-10-26 21:11:53	us demokraten posten foto von kamala um eine beschftigung bei mc donalds zu belegen dumm nur dass kurz danach auch das original auftaucht misinformation desinformation	#Kamala #McDonalds #misinformation #Desinformation
1850284238387442029	LGBFJBMAGAA	'#harris #kamala 🤡🤡🤡🤡🤡'	2024-10-26 21:11:53	harris kamala	#harris #kamala
1850284254057410691	CarrieDevorah18	'IT IS NOT YOUR IMAGINATION 😆BEYONCÉ IS WHITE-ND 😂HIS PARTY HAD EDITORS DO IT TO BARACK OBAMA ON PURPOSE SO BO DIDNT LOOK SO NOT SO NOT SO NOT WHITE you get it #politics #racism #beyonce #Kamala @elonmusk ⁦@realDonaldTrump⁩ ⁦@RealRFKJR2024⁩ ⁦@RepClayHiggins⁩ https://t.co/vv6aMeXczv'	2024-10-26 21:11:57	imagination beyonc whitend party editors barack obama purpose bo didnt look white get politics racism beyonce kamala elonmusk realdonaldtrump realrfkjr repclayhiggins	#politics #racism #beyonce #Kamala
1850284292351676765	DeaRileyKY	'@LeadingReport The GOOD NEWS is way more American Voters tuned into what #JoeRogan and President #Trump had to say than to see #Beyonce not shake her ass for #Kamala There is hope America!'	2024-10-26 21:12:06	leadingreport good news way american voters tuned joe rogan president trump say see beyonce shake ass kamala hope america	#JoeRogan #Trump #Beyonce #Kamala
1850284468743078102	DeaRileyKY	'The GOOD NEWS is way more American Voters tuned into what #JoeRogan and President #Trump had to say than to see #Beyonce not shake her ass for #Kamala There is hope America! Americans are coming out of their trance!'	2024-10-26 21:12:48	good news way american voters tuned joe rogan president trump say see beyonce shake ass kamala hope america americans coming trance	#JoeRogan #Trump #Beyonce #Kamala
1850284587030602179	LGBFJBMAGAA	'#kamala #harris is a liar'	2024-10-26 21:13:16	kamala harris liar	#kamala #harris
1850284648116699593	LGBFJBMAGAA	'#kamala #harris'	2024-10-26 21:13:31	kamala harris	#kamala #harris
1850284812612858072	txsbaker75	'New Bombshell Report Reveals Biden,Harris Granted Amnesty to Millions of Illegal Aliens https://t.co/5LzEq4dpf1 #Kamala loves #Amnesty ⁦@realDonaldTrump⁩ will #CloseTheBorder and #DeportIllegals #MAGA2024.'	2024-10-26 21:14:10	new bombshell report reveals bidenharris granted amnesty millions illegal aliens kamala loves realdonaldtrump close border deport illegals g	#Kamala #Amnesty #CloseTheBorder #DeportIllegals #MAGA2024
1850285039382401144	DeaRileyKY	'@KamalaHarris @Beyonce The GOOD NEWS is way more American Voters tuned into what #JoeRogan and President #Trump had to say than to see #Beyonce not shake her ass for #Kamala There is hope America! Americans are coming out of their trance!'	2024-10-26 21:15:04	kamalaharris beyonce good news way american voters tuned joe rogan president trump say see shake ass kamala hope america americans coming trance	#JoeRogan #Trump #Beyonce #Kamala
1850285098752753673	mummysmad17	'#democrats have lost their minds. This is like a car crash campaign, or camPAIN rather. I’ve never seen anything like it. #kamala #trump #maga #campaign'	2024-10-26 21:15:18	democrats lost minds like car crash campaign campain rather ive never seen anything kamala trump maga	#democrats #kamala #trump #maga #campaign
1850285172828372999	RajaFaisalPK	'US Administration led by #KamalaHarris as VP believes there should be a ceasefire (as if there were two opposite armies were fighting a war). Dear #Kamala it was a Genocide since the day one that you as a VP supported with unhindered delivery of arms to Zionists.'	2024-10-26 21:15:36	us administration led kamala harris vp believes ceasefire two opposite armies fighting war dear genocide since day one supported unhindered delivery arms zionists	#KamalaHarris #Kamala
1850285314637721880	jboyded	'#kamala needs to appoint @MichelleObama to a special job. What would you call it?'	2024-10-26 21:16:10	kamala needs appoint michelleobama special job would call	#kamala
1850285548113625231	Always_Trump24	'@CollinRugg @KamalaHQ @VP What’s your response to your paid employee? #Kamala #KamalaIsADangerToChildren'	2024-10-26 21:17:05	collinrugg kamalahq vp whats response paid employee kamala danger children	#Kamala #KamalaIsADangerToChildren
1850285590111199395	sixpakdrinkur	'#Vote Voted today. Hope I'm this happy November 5 and beyond... I hear the train a-comin' It's rollin' round the bend I voted for #Kamala And I'll vote for her again! Avoid that fascist prison That #Trump keeps braggin' on Kamala's train keeps a-rollin' Even down to San Antone'	2024-10-26 21:17:15	vote voted today hope im happy november beyond hear train acomin rollin round bend kamala ill avoid fascist prison trump keeps braggin kamalas arollin even san antone	#Vote #Kamala #Trump
1850285664895652348	DRJACOBB	'@ImMeme0 The silent majority! They’re sick and tired of being lied to, gaslighted, and being subjected to government weaponization a la DoD5240.01. #DoDdirective5249.01 weaponizes the #USmilitary #WeedThePeople. #Kamala #Harris #Biden quietly issued #DODDirective5240.01 that authorizes'	2024-10-26 21:17:33	immeme silent majority theyre sick tired lied gaslighted subjected government weaponization la dod ddirective weaponizes u smilitary weed people kamala harris biden quietly issued directive authorizes	#DoDdirective5249 #USmilitary #WeedThePeople #Kamala #Harris #Biden #DODDirective5240
1850285696025776594	NOGreatResetNO	'@KamalaHarris @joebldenpress #Kamala #joeroganexperience'	2024-10-26 21:17:41	kamalaharris joebldenpress kamala joeroganexperience	#Kamala #joeroganexperience
1850285874258624584	JenZny	'It is so nice to hear someone acknowledge the physical and mental struggles of womanhood… including menopause. Thank you @MichelleObama for verbalizing this so well. #michelleobama #womanhood #ReproductiveFreedom #ReproductiveRights #Election2024 #kamala'	2024-10-26 21:18:23	nice hear someone acknowledge physical mental struggles womanhood including menopause thank michelleobama verbalizing well reproductive freedom rights election kamala	#michelleobama #womanhood #ReproductiveFreedom #ReproductiveRights #Election2024 #kamala
1850285896580383217	Haoshoku	'Eating meat &amp; dairy is murder on innocent persons and among the worst things for the environment. Have you noticed the increased rate of floodings, wildfires or hurricans recently? #ElClásico #Lewandowski #Barca #RealMadrid #Mbappé #Trump #Kamala #BTS #hansiflick #GoVegan https://t.co/8TjG6ePbxp'	2024-10-26 21:18:29	eating meat amp dairy murder innocent persons among worst things environment noticed increased rate floodings wildfires hurricans recently el cl sico lewandowski barca real madrid mbapp trump kamala b hansiflick go vegan	#ElClásico #Lewandowski #Barca #RealMadrid #Mbappé #Trump #Kamala #BTS #hansiflick #GoVegan
1850285923298418972	TheDannnyG	'#Kamala once again thinks you are stupid and is playing you. The senate can’t reverse the Supreme Court with a bill. Lmao 🤡'	2024-10-26 21:18:35	kamala thinks stupid playing senate cant reverse supreme court bill lmao	#Kamala
1850286029950886037	Dinorah1992	'Listen 🤨🤨🤨😡😡#DemocratsLie #Kamala https://t.co/tsvhO9I8eh'	2024-10-26 21:19:00	listen democrats lie kamala	#DemocratsLie #Kamala
1850286160960217161	aladdinumar	'Houstonians- if you can identify this unhinged lunatic who screamed and cussed out a toddler after attending the Kamala Harris rally, please drop a line. 🗣️💯 #fyp #foryou #trump #donaldtrump #usa #america #unitedstates #edit #trending #viral #tiktok #politics #trump #kamala https://t.co/KyHhc3iuo8'	2024-10-26 21:19:32	houstonians identify unhinged lunatic screamed cussed toddler attending kamala harris rally please drop line fyp foryou trump donaldtrump usa america unitedstates edit trending viral tiktok politics	#fyp #foryou #trump #donaldtrump #usa #america #unitedstates #edit #trending #viral #tiktok #politics #trump #kamala
1850286192698274245	Gulicio1	'Oh ok this is the party I am going to vote for! Bahahahaaaa WTF is wrong with you people!! #kamala lmao bunch of idiots! I hope this parent changes his vote to #Trump2024Vance'	2024-10-26 21:19:39	oh ok party going vote bahahahaaaa wtf wrong people kamala lmao bunch idiots hope parent changes trump vance	#kamala #Trump2024Vance
1850286305609126037	Scubarw50	'@nosoupforgeorge Yo Matt #Kamala hates us #Christians is that what you mean?'	2024-10-26 21:20:06	nosoupforgeorge yo matt kamala hates us christians mean	#Kamala #Christians
1850286324810457548	LGBFJBMAGAA	'#aca #kamala #harris'	2024-10-26 21:20:11	aca kamala harris	#aca #kamala #harris
1850286442465137079	APOcAcOPA	'@elonmusk #Welcome #to #the #world #Fantastic .... #or #not... i's #a #question #kamala #you #are #fired ???'	2024-10-26 21:20:39	elonmusk welcome world fantastic question kamala fired	#Welcome #to #the #world #Fantastic #or #not #a #question #kamala #you #are #fired
1850286497439559691	CAJUN_TRADER	'@MichelleObama #clean your 👃 better before going on #stage and talking all those lies!! #liar #Obamas is with all the child trafficking and cocaine at the #WhiteHouse . a vote for #Kamala is a #vote for child trafficking, higher violence and open borders. VOTE @realDonaldTrump'	2024-10-26 21:20:52	michelleobama clean better going stage talking lies liar obamas child trafficking cocaine white house vote kamala higher violence open borders realdonaldtrump	#clean #stage #liar #Obamas #WhiteHouse #Kamala #vote
1850286514997268771	LGBFJBMAGAA	'#kamala #harris #beyonce'	2024-10-26 21:20:56	kamala harris beyonce	#kamala #harris #beyonce
1850286583934529628	LetAlbaSoar	'#USA #Trump #TrumpCult #TRUMP2024 #GOP #KamalaHarris2024 #Kamala #Democrats'	2024-10-26 21:21:12	u trump cult r p g kamala harris democrats	#USA #Trump #TrumpCult #TRUMP2024 #GOP #KamalaHarris2024 #Kamala #Democrats
1850286666868543560	anamckenna77	'LFG💙💙💙💙! #HarrisWalz #Kamala #Walz https://t.co/AjbZViaCDj'	2024-10-26 21:21:32	lfg harris walz kamala	#HarrisWalz #Kamala #Walz
1850286735285960955	ChandletJeff	'@KamalaHarris does and says and will do anything* for power the attendees only came for the concert.She is a lying, plagiarizing ,communist,fraud!she said #Beyonce was coming so people came for the concert.@VP disappoints Americans with everything she does! #Kamala #Trump2024'	2024-10-26 21:21:49	kamalaharris says anything power attendees came concertshe lying plagiarizing communistfraudshe said beyonce coming people concertvp disappoints americans everything kamala trump	#Beyonce #Kamala #Trump2024
1850286805129523640	iRonnicFacts	'Yes, and as soon as the election is over and #KAMALA is #MADAME_PRESIDENT - then, I will deactivate this &amp; other accounts... to no longer support musk's site... So, hopefully, 2 birds 🐦 🐦‍⬛ with one stone 🪨 = get rid of both 2 🤡 🤡@realDonaldTrump &amp; @elonmusk'	2024-10-26 21:22:05	yes soon election k l e p r n deactivate amp accounts longer support musks site hopefully birds one stone get rid realdonaldtrump elonmusk	#KAMALA #MADAME_PRESIDENT
1850286879616487664	JaimeAp61915975	'#wont #kamala #didnt https://t.co/qIolXUmJjD #AmericasBestPicsAndVideos https://t.co/U8PP1MV0lK'	2024-10-26 21:22:23	wont kamala didnt americas best pics videos	#wont #kamala #didnt #AmericasBestPicsAndVideos
1850286945097875527	skatertx	'Artists comparable to Willie Nelson in sales and longevity: Johnny Cash, Dolly Parton, Bob Dylan, Paul McCartney (per ChatGPT). We knew we weren’t going to a Beyoncé concert bots. #Houston #Kamala #Beyonce'	2024-10-26 21:22:39	artists comparable willie nelson sales longevity johnny cash dolly parton bob dylan paul mccartney per chatgpt knew werent going beyonc concert bots houston kamala beyonce	#Houston #Kamala #Beyonce
1850286953776001390	Newarkguy1973	'Why is Kamala running for president? The woman that's been talking here non-stop for The Last half hour has made the case for her! This lady should be running instead. What a freaking joke. Longest intro speech in history. Kamala will have nothing to say. #Kamala #Texas'	2024-10-26 21:22:41	kamala running president woman thats talking nonstop last half hour made case lady instead freaking joke longest intro speech history nothing say texas	#Kamala #Texas
1850287025854787660	LGBFJBMAGAA	'#voteblue #kamala 🤡🤡🤡🤡'	2024-10-26 21:22:58	voteblue kamala	#voteblue #kamala
1850287032796582322	dr_elena4372	'Can somebody tell me what the this @MichelleObama is talking so much BS to help this #CamilaCommunist become the next president of the United States?🇺🇸 Why doesn’t somebody shut her mouth up? She is a #liar just like #Kamala is! She needs to go back to Hawaii to her mansion!'	2024-10-26 21:22:59	somebody tell michelleobama talking much bs help camila communist become next president united states doesnt shut mouth liar like kamala needs go back hawaii mansion	#CamilaCommunist #liar #Kamala
1850287219463905721	EvrBestLuke1	'.@VP #Kamala Harris, you have not apologized to the families of these women that were tortured, raped and killed!! #BorderInvasion #AmericaFirst https://t.co/tAQveWsODz'	2024-10-26 21:23:44	vp kamala harris apologized families women tortured raped killed border invasion america first	#Kamala #BorderInvasion #AmericaFirst
1850287280667169252	LoveRealTV_K9s	'Check out Coconut Clique's video! #TikTok https://t.co/rrNcNQKOrC #Trump #Kamala'	2024-10-26 21:23:59	check coconut cliques video tik tok trump kamala	#TikTok #Trump #Kamala
1850287295871570338	MCNoFilter	'Everything with #KAMALA is Smole and Mirrors. #MAGA https://t.co/3L1o1pDkBo'	2024-10-26 21:24:02	everything k l smole mirrors g	#KAMALA #MAGA
1850287541645443196	iRonnicFacts	'@politvidchannel Yes, &amp; as soon as the election is over &amp; #KAMALA is #MADAME_PRESIDENT - then, I will deactivate my accounts... to no longer support Musk's site So, hopefully, kill 2 birds 🐦 🐦‍⬛ with one stone 🪨 = get rid of both 2 🤡 🤡@realDonaldTrump &amp; @elonmusk Recommend others do it, too https://t.co/aQd6q4Q2Bh'	2024-10-26 21:25:01	politvidchannel yes amp soon election k l e p r n deactivate accounts longer support musks site hopefully kill birds one stone get rid realdonaldtrump elonmusk recommend others	#KAMALA #MADAME_PRESIDENT
