datetime	tweet	hashtags	compound	sentiment_category
2024-10-26 22:14:01	kamalas star twerker beyonce show jesus trump g h u ireland canada poland japan australia f c spacex n realdonaldtrump jdvance robertkennedyjr elonmusk christians catholics kamala e w wa po melt b crypto	#Jesus #Trump2024 #MAGA #MAHA #USA #Ireland #Canada #Poland #Japan #Australia #UFC #spacex #NASA #Christians #Catholics #Kamala #EU #WW3 #WaPoMeltDown #BTC #Crypto #Beyonce	-0.5574	negative
2024-10-26 22:14:04	kamala harris oswald bates check davidbdesancheezys video tik tok	#Kamala #TikTok	0.0	neutral
2024-10-26 22:14:18	cowmala clownmala skamala kamala scamala blackface laughing cow hyena laugh vote g trump respect u america	#Cowmala #Clownmala #Skamala #Kamala #Scamala #blackface #laughingCow #Hyena #Laugh #Vote #MAGA #Trump #respect #US #America	0.872	positive
2024-10-26 22:14:39	ai vs hi kamala harris campaign ad parody went virus elon musks retweet	#Kamala #Harris #Elon #Musk	0.0	neutral
2024-10-26 22:14:47	look fake doctors cant help emergency medical situation someone needs investigate really amp didnt uphold oath real im betting paid actors like kamel toes supporters kamala	#Kamala	0.3018	positive
2024-10-26 22:15:23	falta das para las elecciones de usa vamos kamala	#Kamala	0.0	neutral
2024-10-26 22:15:38	cant get point across facts start screaming people walk away action others thinks sign strength nah strong women dont need raise voice look baby follow kamala	#Kamala	0.5423	positive
2024-10-26 22:16:02	kamala liar vote early	#Kamala #Liar #VoteEarly	-0.5106	negative
2024-10-26 22:16:32	jimstewartson indeed tfg staging fullon campaign gangsta gaslighting amp brimstone appears blackface practicing n c madison square garden garbage anger doom rally trumps project plan already going action better read asap v e kamala	#NYC #MadisonSquareGarden #Project2025 #VOTE #Kamala	-0.5423	negative
2024-10-26 22:16:49	voted confirm tally far kamala trump v e vote blue upand ballot harris waltz	#VOTE #VoteBlueUpandDownBallot #Kamala #HarrisWaltz2024	0.0	neutral
2024-10-26 22:16:50	qu reglas tenemos derechos de la primera enmienda para libertad expresin kamala harris es fascista redes soaciales neo censura woke u elecciones ka l pedro nchez medios independientes digitales libre expresi n	#RedesSoaciales #NeoCensura #Woke #USA #Elecciones #USA #kaMALA #PedroSánchez #Medios #Independientes #Digitales #Libre #Expresión	0.0	neutral
2024-10-26 22:16:59	kamala return shopping carts thats need know	#Kamala	0.0	neutral
2024-10-26 22:17:08	kamala trump tiene el mismo marte en leo ambos tienen al sol signos de aire uno gminis otro libra nodo norte jpiter stos estn regidos por venus incluso nacieron bajo la lunallena una	#Kamala #Trump #lunallena	0.0	neutral
2024-10-26 22:17:15	shericarter friend london sent poll says va amp minn likely going holds might end low said thats minimum well seem pretty confident maybe wy labour party aiding k l petrified	#KAMALA	0.8316	positive
2024-10-26 22:18:04	fake kamala campaign haha communitynotes notes win klown kult loses	#Kamala	0.34	positive
2024-10-26 22:18:05	mmejen harriswins kamala evil woman	#Kamala	-0.6597	negative
2024-10-26 22:18:26	sorry happened mother vote kamala realdonaldtrump black mom speaks	#kamala	-0.0772	negative
2024-10-26 22:19:09	repeat black person votes kamala idiot endorsement trump folk vote	#Kamala #Trump	-0.25	negative
2024-10-26 22:19:30	stephenm lol well wont help kamala harris going win popular electoral college many republican indys switching blue hate trump	#Kamala #Trump	0.6749	positive
2024-10-26 22:19:34	beyonce amber rose kamala trump	#beyonce #AmberRose #kamala #trump	0.0	neutral
2024-10-26 22:19:43	vote real issues affect beyonce got plenty money dont worry surviving kamala	#Beyonce #Kamala	0.1326	positive
2024-10-26 22:19:57	popbase kamala evil	#Kamala	-0.6597	negative
2024-10-26 22:19:59	kamala harris regretthis moment funny americanpolitician c via youtube	#kamala #funny #americanpolitician #c	0.4404	positive
2024-10-26 22:20:28	kamala harris summed following phrases ambitions aspirations unburdened think fell coconut tree grew middle class aint installed presidential election	#Kamala #KamalaAintIt #KamalaIsInstalled #KamalaHarris #PresidentialElection2024	0.0	neutral
2024-10-26 22:20:45	fun fact view live rallies obamas trump kamala	#Obamas #trump #kamala	0.5106	positive
2024-10-26 22:22:07	kamalaharris kamalahq vp kamala harris lyingplagiarizing marxist fraud	#Kamala #KamalaHarris	-0.5859	negative
2024-10-26 22:22:14	r u p either complete idiot illuminati threat tell blacks mouth magnificent things hes done ghettos k l hasnt n g e thing entire life fake amp evil c	#TRUMP #KAMALA #SINGLE #RACIST	-0.8834	negative
2024-10-26 22:22:18	omg kalamas cocaine white house kamala	#Kamala	0.0	neutral
2024-10-26 22:22:32	n israel iran racist russia black hezbollah w kamala trump blm obama derangement syndrome antiwhite antiisrael antirussian provax pro hamas sentiments led demise united states	#NATO #Israel #Iran #racist #Russia #black #Hezbollah #WWIII #Kamala #Trump	-0.296	negative
2024-10-26 22:22:36	kamala grew middle class amp didnt opportunities fair hold standards changed iq scale make things equitable	#Kamala	-0.4847	negative
2024-10-26 22:22:43	antiwokememes empoweringwomen kamala	#empoweringwomen #Kamala	0.0	neutral
2024-10-26 22:23:15	choice simple realdonaldtrump peace kamala ww w nuclear powers trump	#Kamala #Trump2024	0.5423	positive
2024-10-26 22:23:17	fake doctors n c pays kamala supporting actors jesus trump g h u ireland canada poland japan australia f spacex realdonaldtrump jdvance robertkennedyjr elonmusk christians catholics e w wa po melt b crypto	#DNC #Jesus #Trump2024 #MAGA #MAHA #USA #Ireland #Canada #Poland #Japan #Australia #UFC #spacex #NASA #Christians #Catholics #Kamala #EU #WW3 #WaPoMeltDown #BTC #Crypto	-0.5859	negative
2024-10-26 22:23:43	theinfinitedude fake photo kamala real white girl mc donalds worked really work	#Kamala #McDonalds #KamalaWorkedAtMcDonalds #SheReallyDidWorkAtMcDonalds	-0.4767	negative
2024-10-26 22:23:49	kamala trump vance g	#Kamala #TrumpVance2024 #MAGA	0.0	neutral
2024-10-26 22:23:58	kamala harris maga trump affairs marrying ugly men ie willie husband behaving like complete airhead sounding one laughing inappropriately mean girl dressing man pronouncing trumps name	#KamalaHarris #Kamala #maga #trump	0.34	positive
2024-10-26 22:23:58	biden kamala policies administration	#biden #kamala	0.0	neutral
2024-10-26 22:24:17	supporters kamala beyond healing ppl gone insane totally wokeismidentityconfusion already arrived india	#Kamala	0.0516	positive
2024-10-26 22:24:24	kamala vs trump	#kamala #trump	0.0	neutral
2024-10-26 22:25:02	beyonc kamalas rally makes sense someone black daughters looks immensely important see women president monumental kamala beyonce	#kamala #beyonce	0.2023	positive
2024-10-26 22:25:16	harrisrally houston rally kamala ms president k harris yaestuvo latinosforharris turntexasblue turngeorgiablue turnfloridablue turnpennsylvaniablue win harriswalzlandslide	#Harrisrally #Houston #rally #Kamala #MsPresident #30K #HoustonHarrisRally2024 #yaestuvo #latinosforharris2024 #turntexasblue #turngeorgiablue #turnfloridablue #turnpennsylvaniablue #win #harriswalzlandslide2024	0.5859	positive
2024-10-26 22:25:45	kamala always short promises	#kamala	0.3818	positive
2024-10-26 22:26:28	democrats kamala	#Democrats #Kamala	0.0	neutral
2024-10-26 22:26:45	jeanienyc alioop curious many newspapers run big deal newspaper wishes posts decision participate kamala love fest zero impact election plenty still ass	#Kamala	0.5574	positive
2024-10-26 22:26:47	kamalas non twerking side show jesus trump r u p g h ireland canada poland japan australia f c spacex n realdonaldtrump jdvance robertkennedyjr elonmusk christians catholics kamala e w wa po melt b crypto	#Jesus #Trump2024 #TRUMP #MAGA #MAHA #USA #Ireland #Canada #Poland #Japan #Australia #UFC #spacex #NASA #Christians #Catholics #Kamala #EU #WW3 #WaPoMeltDown #BTC #Crypto #DNC #UFC308	-0.5574	negative
2024-10-26 22:26:51	realdonaldtrump give military veterans respect attention deserve especially true american hero people like kamala dont understand friends head rolled past beach iwo jima	#veterans #Kamala	0.8751	positive
2024-10-26 22:26:55	kingsrush bailamos si se puede cuando luchamos ganamos kamala harris walz vote g v hombres latinos latinas oritas ores c hablamos espa ol	#bailamos #SiSePuede #CuandoLuchamosGanamos #KamalaHarris #Kamala #HarrisWalz #Vote #GOTV #HombresLatinos #Latinos #Latinas #Señoritas #Señores #DACA #HablamosEspañol	0.0	neutral
2024-10-26 22:27:33	man high drugs keep upright basically truth serum kamala	#kamala	0.3182	positive
2024-10-26 22:27:38	biden kamala trump	#biden #kamala #trump	0.0	neutral
2024-10-26 22:27:47	epic michelle obama nailed election kamala	#MichelleObama #2024Election #Kamala	0.0	neutral
2024-10-26 22:28:06	sorry obamas kamala walz relatable work living never owned business try minnesota pay taxes cnn vote r g h future election trump red save america	#Obamas #Kamala #Walz #work #business #Minnesota #taxes #voteRIGHT #VoteForOurFuture #election #Trump #VoteRedToSaveAmerica	0.3612	positive
2024-10-26 22:28:06	ha jeffbezos crushes washingtonpost endorsement trans kamala business leaders expect realdonaldtrump amp jdvance beat vp kamalaharris govtimwalz landslide victory election day fly eagles dont clip wings	#Trans #Kamala #ElectionDay #election2024 #FlyEaglesFly	0.2023	positive
2024-10-26 22:29:23	family voting kamala americas best pics videos	#family #voting #kamala #AmericasBestPicsAndVideos	0.6369	positive
2024-10-26 22:29:42	cmo en c n todo el legacy media con la kamala	#CNN #LegacyMedia #Kamala	0.0	neutral
2024-10-26 22:30:19	mandela effect think may jumped new timeline washington post la times fail endorse harris kamala kamalaharris endorsement washintonpost latimes election	#kamala #kamalaharris #endorsement #election2024	0.0258	neutral
2024-10-26 22:31:46	someone tell hell wrong lady shes acting like friggin psycho wtf kamala trump election g h u k	#PsychoKamala #Kamala #Trump #Trump2024 #Election #Election2024 #MAGA #MAHA #MAGA2024 #Election2024 #UK	-0.8828	negative
2024-10-26 22:32:15	teleprompter beyonce kamala	#teleprompter #Beyonce #kamala	0.0	neutral
2024-10-26 22:32:17	clownworld kamalaharris pure evilwake americathis woman demoncrats worst society cant comprehend anyone half brain cell see lies hate people propagate video shows truly evil kamala harris walz	#Kamala #Harris #HarrisWalz	-0.9201	negative
2024-10-26 22:32:36	trump vs kamala	#trump #kamala	0.0	neutral
2024-10-26 22:33:06	fight vote donald trump jesus r u p g h ireland canada poland japan australia f c spacex n realdonaldtrump jdvance robertkennedyjr elonmusk christians catholics kamala e w wa po melt b crypto	#Jesus #Trump2024 #TRUMP #MAGA #MAHA #USA #Ireland #Canada #Poland #Japan #Australia #UFC #spacex #NASA #Christians #Catholics #Kamala #EU #WW3 #WaPoMeltDown #BTC #Crypto	-0.7351	negative
2024-10-26 22:33:41	wtf shit kamala cringe	#kamala #cringe	-0.8126	negative
2024-10-26 22:34:01	im business attorney met russians negotiated deals russia open usbased companies big deal hear read keith arrest immediately olbermann elon musk cocaine kamala trump g	#Russia #KeithOlbermann #Elon #ElonMusk #CocaineKamala #Kamala #Trump #MAGA	-0.34	negative
2024-10-26 22:34:01	promises made kept k l screw voters	#KAMALA	0.296	positive
2024-10-26 22:34:11	michelle obama donald trump kamala harris	#MichelleObama #Trump #DonaldTrump #KamalaHarris #Kamala	0.0	neutral
2024-10-26 22:34:15	trans kamala rallies lame michelleobama destroying future political possibilities batting vp kamalaharris expected lose landslide realdonaldtrump election day fly eagles amp dont clip wings	#Trans #Kamala #ElectionDay #election2024 #FlyEaglesFly	-0.8442	negative
2024-10-26 22:34:29	nbcpolitics kamala looks exhaustednwith hollow cheeks tired eyes rattling usual talking points sloppily without conviction passion wonder needed take days fit job	#kamala	-0.4367	negative
2024-10-26 22:34:59	kamalaharris beyonce kellyrowland hey kamala harris supporters wins youll get better economy affordable groceries opportunities like got concert	#KamalaHarris #Kamala #Beyonce	0.9274	positive
2024-10-26 22:35:15	elon musk kamala trump	#ElonMusk #kamala #trump	0.0	neutral
2024-10-26 22:36:04	tristansnell voted early today person kamala voteblue	#kamala #voteblue	0.0	neutral
2024-10-26 22:36:48	asking friend kamala usa question foryoupage	#kamala #usa #question #foryoupage	0.4939	positive
2024-10-26 22:37:37	michelleobama high kamala cant even perform make sense cnn town hall wants prove shes able hold needs sit joerogan megynkelly seanhannity foxnews would crash amp burn kamalaharris	#Kamala	-0.4019	negative
2024-10-26 22:37:42	washington post planeaba pedir el voto por kamala frente trump en las elecciones presidenciales del de noviembre pero su dueo jeff bezos ha decidido que peridico apoye ningn candidato un editorialista renunci wa po melt	#Kamala #WaPoMeltDown	-0.296	negative
2024-10-26 22:37:52	kamala booed houston rally beyonc concert promise turns another hoax	#Kamala #Beyoncé	0.0516	positive
2024-10-26 22:38:29	cbdoge bring kamala first test	#Kamala	0.0	neutral
2024-10-26 22:39:32	hysterical kamala harris greatest weakness doesnt bullshit confidently rather prefers contemplation thats someone prefer spew nonsense words rambling minutes never answering question	#Kamala	0.0305	neutral
2024-10-26 22:40:18	everyone watched would final nail kamalas coffin trump g h	#Kamala #Trump #MAGA #MAHA	0.0	neutral
2024-10-26 22:40:56	kamala always bad bet	#Kamala	-0.5423	negative
2024-10-26 22:41:00	shocker desperation brings desperate acts theres real image kamala working mcdonalds never worked mc donalds	#kamala #McDonalds	-0.7096	negative
2024-10-26 22:41:27	typical democrat strategy even dearly departed arent safe kamalas work historyor ballot box guess theyre already preparing vote beyond campaign	#Democrat #departed #Kamala #ballot #2024 #VoteFromBeyond #campaign	0.1012	positive
2024-10-26 22:41:27	repdean clueless happening pennsylvania kamala policies help citizens pa n b c trump last stand g wpht	#Pennsylvania #Kamala #MSNBC #Trump2024TheLastStand #MAGA	0.0516	positive
2024-10-26 22:41:29	donald harris ojciec kamala	#Harris #Kamala	0.0	neutral
2024-10-26 22:41:39	undecided voter really wish way tell side good evil dang tough trump v kamala	#Trump #Kamala	-0.228	negative
2024-10-26 22:41:56	latinusus cuntos defectos tiene realdonaldtrump es mejor opcin que kamalaharris hoy israel bombarde ir n con kamala democratpartyus demcrata slo de nombre en gobierno esa guerra ser mundial afortunadamente el f r u ede amlo dej tranquilo mxico	#Israel #Irán #kamala #FRAUDEde_amlo	0.0	neutral
